year,ccode,OG,PO,DEFLATE,nomPO,PDEBT,SOCIAL,SICK,OLD,SURV,FAMI,UNEM,HOUS,EXCL,RDSO,OTHS,ELEC,COVID,FINCRI,EURCRI,USGAP,Continental,Nordic,Southern,Eastern
2007,SVK,5.9851876,62.77428,94.9375992,59596.39435,30.3454,13.73707267,1.975287285,6.48613065,0.840151498,1.279272024,0.101516209,0.001006772,0.459759358,0.001845749,2.59227092,0,0,0,0,1.1,0,0,0,1
2008,SVK,5.5269483,66.56167,97.650977,64998.12106,28.5988,13.12237933,1.881592852,6.299259014,0.820639107,1.218035209,0.103233753,0.000769253,0.436166454,0.001692357,2.360837475,0,0,1,0,-0.79,0,0,0,1
2009,SVK,-3.003796,68.46506,96.517026,66080.43976,36.3609,14.6196061,2.145566835,6.869506342,0.878474783,1.345178699,0.262407455,0.000907984,0.479869688,0.001967299,2.635727011,0,0,1,0,-4.97,0,0,0,1
2010,SVK,0.2587512,70.68603,97.0311723,68587.48356,40.6149,15.03014758,2.662876527,7.559979942,0.871441798,1.463532335,0.220739984,0.001166394,0.533770859,0.002041189,1.714452753,1,0,0,0,-3.84,0,0,0,1
2011,SVK,-1.1519973,73.61014,98.658227,72622.45902,43.156,14.34528676,2.734415809,7.207825335,0.834590302,1.335261864,0.226376251,0.001376984,0.486350923,0.001927778,1.517023817,0,0,0,0,-3.82,0,0,0,1
2012,SVK,-2.1470962,75.33935,99.9016865,75265.28125,51.7291,14.50416423,2.906386535,7.148448675,0.832920557,1.32491367,0.235035327,0.000930044,0.479105364,0.001860087,1.574696833,1,0,0,0,-3.19,0,0,0,1
2013,SVK,-3.3682227,76.77413,100.4105545,77089.32965,54.6925,14.69321377,2.980308702,7.418147267,0.845123447,1.283575826,0.238684135,0.000778318,0.471271448,0.001816075,1.453638273,0,0,0,0,-3,0,0,0,1
2014,SVK,-2.668473,78.27804,100.2169706,78447.88033,53.4926,14.56788883,2.790387695,7.640486874,0.844892172,1.241588678,0.198730672,0.000764839,0.504411334,0.001912098,1.344586999,0,0,0,0,-2.46,0,0,0,1
2015,SVK,-0.4632804,80.49899,100,80498.99,51.6853,14.56353676,2.742518881,7.54580896,0.832929705,1.273556351,0.201368986,0.000745351,0.465720129,0.004223655,1.496664741,0,0,0,0,-1.6,0,0,0,1
2016,SVK,-0.5058887,82.09899,99.4877066,81678.40229,52.2749,14.80452563,2.876647846,7.862788473,0.809026599,1.243290725,0.217683004,0.00085702,0.454098011,0.002203765,1.337930186,1,0,0,0,-1.77,0,0,0,1
2017,SVK,0.4365073,83.71814,100.6972889,84301.8973,51.4615,14.60417902,2.92176105,7.817617647,0.813623444,1.219545506,0.206756912,0.000355864,0.248155743,0.002135183,1.374227671,0,0,0,0,-1.42,0,0,0,1
2018,SVK,2.1823485,85.60428,102.7462651,87955.20047,49.4081,14.61425809,3.179459526,7.850928613,0.794950152,1.054173028,0.218975113,0.000909554,0.210334351,0.004888852,1.2996389,0,0,0,0,-0.46,0,0,0,1
2019,SVK,2.3434555,87.6231,105.3090545,92275.05813,47.9746,14.60047847,3.231642505,7.80850226,0.781576316,1.105824283,0.236792048,0.00065023,0.237008791,0.001517203,1.197181581,0,0,0,0,-0.1,0,0,0,1
2020,SVK,-2.2771454,88.66934,107.8055746,95590.49148,58.9023,15.54495617,3.761775825,8.034690356,0.785015317,1.174175363,0.34877946,0.005335259,0.183595667,0.00177842,1.250019726,1,1,0,0,-5.17,0,0,0,1
2021,SVK,-0.297993,89.5289,110.3749179,98817.44987,62.1858,16.15666061,4.047564479,8.382628787,0.79955514,1.214664011,0.342550835,0.002125131,0.193386897,0.002327524,1.171756609,0,1,0,0,-1.53,0,0,0,1
