year,ccode,OG,PO,DEFLATE,nomPO,PDEBT,SOCIAL,SICK,OLD,SURV,FAMI,UNEM,HOUS,EXCL,RDSO,OTHS,ELEC,COVID,FINCRI,EURCRI,USGAP,Continental,Nordic,Southern,Eastern
2010,FRA,-1.9588626,2130.55,95.522518,2035155.007,85.2569,23.21056619,2.668985891,12.6615417,1.537278482,2.397556934,1.863543556,0.889367146,0.985477761,0,0.206716441,0,0,0,0,-3.84,1,0,0,0
2011,FRA,-0.9105106,2154.231,96.4280334,2077282.588,87.8344,23.48414235,2.684564937,12.95355776,1.521362581,2.407857279,1.834560219,0.892030776,0.978008486,0,0.212200306,0,0,0,1,-3.82,1,0,0,0
2012,FRA,-1.5878688,2175.851,97.5483583,2122506.93,90.604,23.7815478,2.726351523,13.08104092,1.57417625,2.442347739,1.873821915,0.911846257,0.96371888,0,0.2081972,1,0,0,1,-3.19,1,0,0,0
2013,FRA,-1.9966133,2197.518,98.3073825,2160322.426,93.4132,23.96781119,2.773150863,13.20733408,1.559257988,2.447273581,1.914991925,0.912502679,0.944303487,0,0.208950291,0,0,0,0,-3,1,0,0,0
2014,FRA,-1.9463323,2217.392,98.8745617,2192436.621,94.8887,24.02751327,2.69412577,13.30264224,1.553249005,2.456171343,1.919006442,0.916332076,0.986071834,0,0.199868948,0,0,0,0,-2.46,1,0,0,0
2015,FRA,-1.5951895,2234.07,100,2234070,95.5797,23.95573997,2.735814008,13.26914555,1.533210687,2.402386675,1.914264101,0.91084881,0.999297247,0,0.190772894,0,0,0,0,-1.6,1,0,0,0
2016,FRA,-1.2616296,2250.913,100.5225593,2262675.355,97.9568,24.13328977,2.878053179,13.3113219,1.52067772,2.345409379,1.941418591,0.928281645,1.023522882,0,0.184560281,0,0,0,0,-1.77,1,0,0,0
2017,FRA,0.1564739,2269.89,101.0468623,2293652.623,98.1321,24.21190526,2.892635064,13.35215267,1.513088759,2.346911623,1.92112788,0.938285065,1.064502957,0,0.183201238,1,0,0,0,-1.42,1,0,0,0
2018,FRA,1.1808331,2288.816,102.0494741,2335724.691,97.7815,24.18564149,2.935063377,13.39866814,1.49765082,2.309647203,1.888450303,0.893512839,1.084245934,0,0.178402875,0,0,0,0,-0.46,1,0,0,0
2019,FRA,2.1775986,2308.259,103.3542707,2385684.255,97.4281,24.33955787,2.964935525,13.37725222,1.486533682,2.280855058,1.883400953,0.876142765,1.29313005,0,0.177349538,0,0,0,0,-0.1,1,0,0,0
2020,FRA,-6.5231115,2326.695,106.2322495,2471700.438,114.9616,25.39247841,3.066755131,13.15398076,1.449649782,2.229881873,3.033498674,0.8700488,1.415584165,0,0.173079227,0,1,0,0,-5.17,1,0,0,0
2021,FRA,-1.2147306,2351.745,107.6486634,2531622.059,112.8367,24.45021356,3.04413527,13.05250121,1.422882214,2.152453989,2.301370372,0.847717372,1.457524036,0,0.171629094,0,1,0,0,-1.53,1,0,0,0
1995,DEU,-0.430153,2338.402,81.3716059,1902795.26,54.9024,20.63501041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.45,1,0,0,0
1996,DEU,-1.0666001,2372.409,81.8616904,1942094.111,57.7939,21.41307147,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.23,1,0,0,0
1997,DEU,-0.6422218,2404.612,82.0850224,1973826.299,58.8666,21.34660989,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.42,1,0,0,0
1998,DEU,-0.0523771,2438.563,82.6501494,2015475.963,59.5347,21.14790788,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0.93,1,0,0,0
1999,DEU,0.2914846,2476.066,82.9337511,2053494.414,60.3874,21.38530288,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.67,1,0,0,0
2000,DEU,1.5990654,2515.386,82.5278825,2075894.803,59.3398,20.47931328,2.781258469,9.472108113,2.415440317,1.44718316,2.510483669,0.177995532,0.849898558,0.002119568,0.822825896,0,0,0,0,1.8,1,0,0,0
2001,DEU,1.8019966,2552.583,83.6048671,2134083.625,58.193,20.49188677,2.821304625,9.572680172,2.369119908,1.410347732,2.499433451,0.241415095,0.769510614,0.002061775,0.806013401,0,0,0,0,-0.78,1,0,0,0
2002,DEU,0.3053732,2585.541,84.7570474,2191428.211,59.9458,20.67049232,2.848188213,9.67697682,2.318305466,1.422360078,2.604511511,0.236056101,0.748370397,0.001962191,0.813761542,1,0,0,0,-2.05,1,0,0,0
2003,DEU,-1.543258,2615.645,85.8769029,2246234.917,63.5383,20.72695053,2.795522389,9.743860642,2.23672064,1.42945868,2.699405995,0.234570301,0.780105405,0.00209239,0.805214088,0,0,0,0,-1.87,1,0,0,0
2004,DEU,-1.523751,2645.857,86.834942,2297528.391,65.2009,20.37511274,2.68384061,9.631828744,2.177949147,1.43275705,2.646060881,0.237559632,0.774571495,0.002089202,0.78845598,0,0,0,0,-0.49,1,0,0,0
2005,DEU,-1.9833875,2677.715,87.1868036,2334614.118,67.5463,20.37047563,2.562393482,9.675474771,2.067922044,1.419378035,2.952779197,0.470270436,0.391199553,0.002655685,0.828402426,1,0,0,0,0.67,1,0,0,0
2006,DEU,0.3465309,2715.363,87.5331803,2376843.591,66.8871,20.01280193,2.492212792,9.559526798,2.018012468,1.383936248,2.839522141,0.513958935,0.376381519,0.002313993,0.826937039,0,0,0,0,1.23,1,0,0,0
2007,DEU,1.8892741,2753.846,89.0827568,2453201.935,64.1583,19.26099084,2.495962486,9.446389093,1.951979546,1.386962872,2.377790396,0.48283836,0.32887631,0.00240502,0.787786758,0,0,0,0,1.1,1,0,0,0
2008,DEU,1.5304139,2790.107,89.8928134,2508105.679,65.6816,19.09500879,2.616835508,9.391031724,1.939352094,1.43873523,2.191255355,0.451376515,0.297555245,0.002511856,0.766355268,0,0,1,0,-0.79,1,0,0,0
2009,DEU,-5.0509824,2813.628,91.5485416,2575835.4,73.1566,19.64550996,2.710382814,9.38437293,1.927064128,1.573741863,2.515533407,0.480543128,0.288838332,0.002678743,0.762354613,1,0,1,0,-4.97,1,0,0,0
2010,DEU,-1.606388,2828.616,92.1392822,2606266.479,81.9947,19.73942435,2.818706399,9.426012344,1.931114888,1.624584452,2.388320631,0.480495763,0.291988562,0.002954418,0.775246897,0,0,0,0,-3.84,1,0,0,0
2011,DEU,1.3698001,2853.338,93.1246968,2657162.361,79.4172,19.13462299,2.862527375,9.308275761,1.906996755,1.571112124,1.949560959,0.489770599,0.306040764,0.003537608,0.736801043,0,0,0,1,-3.82,1,0,0,0
2012,DEU,0.2181033,2898.206,94.5182975,2739334.969,80.7452,18.94321088,2.96812916,9.218113259,1.881697586,1.606849856,1.778789398,0.455548523,0.326466099,0.00266488,0.704952122,0,0,0,1,-3.19,1,0,0,0
2013,DEU,-0.8346563,2941.791,96.3702812,2835012.259,78.3225,18.8327228,3.018046914,9.097703164,1.847011414,1.592973711,1.780027576,0.454777575,0.342009103,0.002469125,0.697704214,1,0,0,0,-3,1,0,0,0
2014,DEU,-0.1831342,2987.166,98.1800571,2932801.284,75.2791,18.75855016,3.10706356,9.098809436,1.841515833,1.601813265,1.742327387,0.296781103,0.380387177,0.002352699,0.687499699,0,0,0,0,-2.46,1,0,0,0
2015,DEU,-0.4013795,3038.375,100,3038375,71.9465,19.01746822,3.060221335,9.182638746,1.850495742,1.646241823,1.673229934,0.307763196,0.561846382,0.002534249,0.732496812,0,0,0,0,-1.6,1,0,0,0
2016,DEU,0.1863745,3087.909,101.3277522,3128908.78,68.9544,19.54253202,3.135150524,9.290171765,1.864164286,1.760805568,1.612638896,0.346766261,0.804657527,0.003227962,0.724949227,0,0,0,0,-1.77,1,0,0,0
2017,DEU,1.5509868,3128.065,102.8514571,3217260.432,64.6237,19.73719609,3.202227553,9.520895387,1.879891333,1.74679673,1.623213324,0.355519867,0.66858125,0.003170399,0.736900245,1,0,0,0,-1.42,1,0,0,0
2018,DEU,1.3442684,3165.202,104.9161924,3320809.42,61.3163,19.53171405,3.213855012,9.536771309,1.879511652,1.750687638,1.527127684,0.329648547,0.567211111,0.003583464,0.72331763,0,0,0,0,-0.46,1,0,0,0
2019,DEU,1.4611318,3194.961,107.1450159,3423241.471,58.9256,19.85854652,3.289367722,9.75575351,1.919847038,1.766249927,1.535007111,0.297875569,0.559791068,0.003593086,0.731061487,0,0,0,0,-0.1,1,0,0,0
2020,DEU,-2.8748511,3214.211,109.0852088,3506228.781,67.986,21.01619849,3.340027344,9.982406223,1.950357614,1.984525379,2.08517483,0.321969863,0.611711367,0.003764729,0.73626114,0,1,0,0,-5.17,1,0,0,0
2021,DEU,-0.9350213,3234.056,112.4205989,3635745.124,68.623,20.70783221,3.307987659,9.910980768,1.927527855,1.893036988,1.950741803,0.328460868,0.645562304,0.003768141,0.739765827,1,1,0,0,-1.53,1,0,0,0
1995,GRC,-0.1693337,152.0654,61.3035371,93221.46891,98.9904,12.04336311,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.45,0,0,1,0
1996,GRC,-0.3129745,156.6431,65.9844888,103360.1488,101.3358,12.04913126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-0.23,0,0,1,0
1997,GRC,0.7023257,162.0171,70.308704,113912.1233,99.4515,12.19097634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.42,0,0,1,0
1998,GRC,0.9324604,167.9437,73.8969587,124105.2866,97.425,12.57158371,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.93,0,0,1,0
1999,GRC,0.0529955,174.6256,76.5740527,133717.899,98.9067,12.78587245,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.67,0,0,1,0
2000,GRC,-0.3683871,182.238,77.7936256,141769.5474,104.9344,13.5205341,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1.8,0,0,1,0
2001,GRC,-0.6478161,190.3011,80.4967602,153186.2201,107.0812,13.48554719,1.506010135,8.695299087,1.588262964,0.607104216,0.753984268,0.137740849,0.032640012,0.005875202,0.158630456,0,0,0,0,-0.78,0,0,1,0
2002,GRC,-1.0561358,198.5825,83.1924075,165205.5626,104.8631,13.5885255,1.529609512,8.815683787,1.57137566,0.566566879,0.779634765,0.076873925,0.024817566,0.007263678,0.216699725,0,0,0,0,-2.05,0,0,1,0
2003,GRC,-0.3382696,208.5761,86.0655221,179512.1094,101.4561,14.24639267,1.501848543,9.603251866,1.520231704,0.603301918,0.680176955,0.1097419,0.025625012,0.007241851,0.194972919,0,0,0,0,-1.87,0,0,1,0
2004,GRC,0.4125177,217.4937,88.7014157,192919.991,102.8734,14.08718706,1.520837724,9.19655859,1.502177139,0.613207576,0.8402447,0.192826051,0.026954179,0.008811943,0.185569157,1,0,0,0,-0.49,0,0,1,0
2005,GRC,-1.6768897,223.4463,90.6886124,202640.3489,107.3949,14.65552155,1.502662237,9.753240213,1.584580769,0.675087665,0.772304237,0.191472232,0.029609108,0.008882732,0.137682353,0,0,0,0,0.67,0,0,1,0
2006,GRC,1.0140093,229.7877,93.8582201,215674.6452,103.6117,15.27625093,1.519418287,10.64010096,1.410457867,0.63614339,0.741858181,0.170627382,0.025965036,0,0.131679827,0,0,0,0,1.23,0,0,1,0
2007,GRC,1.9374259,235.1606,97.0706711,228271.9726,103.103,16.01510671,1.534134901,10.95097209,1.473242625,0.653606303,0.85731068,0.389009649,0.029789027,0.013580292,0.113461148,1,0,0,0,1.1,0,0,1,0
2008,GRC,0.3299959,238.1274,101.2879907,241194.4588,109.4155,17.09823692,1.519106209,12.15284968,1.459403345,0.727628657,0.75250485,0.344949882,0.041874926,0.026120003,0.073799374,0,0,1,0,-0.79,0,0,1,0
2009,GRC,-4.1617493,238.5667,103.8908592,247848.9944,126.7447,17.86733092,1.574749177,12.42127291,1.470653536,0.897724038,0.959051702,0.329636197,0.076256109,0.037522847,0.100464398,1,0,1,0,-4.97,0,0,1,0
2010,GRC,-8.5323727,236.2725,103.7069237,245030.9413,147.4942,17.34760507,1.540213648,12.45352927,1.373295953,0.855810286,0.924781168,0.0591762,0.037138167,0.027751597,0.075908781,0,0,0,0,-3.84,0,0,1,0
2011,GRC,-15.7590028,230.5041,104.7014887,241341.2242,175.2192,17.33893583,1.525640724,12.63853703,1.402578449,0.568075348,0.985326899,0.082870219,0.070854037,0.030661981,0.034391141,0,0,0,1,-3.82,0,0,1,0
2012,GRC,-19.4024399,223.8505,104.4134168,233729.9556,161.9514,17.18607266,1.467933364,12.90335247,1.452530974,0.527531868,0.62508034,0.019252988,0.03379969,0.027809871,0.128781097,1,0,0,1,-3.19,0,0,1,0
2013,GRC,-19.2016125,217.676,102.2775068,222633.5857,178.1689,15.87945497,1.208263341,11.96315458,1.24509516,0.566401514,0.618055895,0.102410424,0.018865078,0.028746786,0.128462199,0,0,0,0,-3,0,0,1,0
2014,GRC,-16.8950433,212.6412,100.294598,213267.6367,180.3409,16.90833197,1.329315617,12.79143916,1.36588938,0.59924704,0.382617828,0.066583004,0.259298602,0.027664769,0.086276569,0,0,0,0,-2.46,0,0,1,0
2015,GRC,-15.5837224,208.9275,100,208927.5,176.7483,17.19352407,1.349750512,13.23760635,1.409579878,0.556173792,0.423113281,0.03589762,0.081846574,0.020102667,0.079453399,1,0,0,0,-1.6,0,0,1,0
2016,GRC,-14.3347169,204.8784,99.4214221,203693.0189,180.5287,17.71047442,1.28772209,13.6366971,1.499805942,0.564084133,0.416803681,0.005891218,0.191955523,0.018655524,0.088859206,0,0,0,0,-1.77,0,0,1,0
2017,GRC,-12.217471,202.1205,99.7051736,201524.5954,179.4658,17.5641092,1.521898602,12.32802376,1.887610786,0.596453251,0.431709092,0.021337346,0.709094588,0.020344911,0.047636865,0,0,0,0,-1.42,0,0,1,0
2018,GRC,-9.4795759,199.2773,99.5404207,198361.4628,186.4139,17.918299,1.393415818,12.47923848,1.866794058,0.788459602,0.489510405,0.009074343,0.83988088,0.018652817,0.033272592,0,0,0,0,-0.46,0,0,1,0
2019,GRC,-7.0038873,197.6274,99.7635399,197160.0901,180.5788,18.40281164,1.49878203,12.87735261,1.895921228,0.831811347,0.560965457,0.185128745,0.525968516,0.006086424,0.020795284,1,0,0,0,-0.1,0,0,1,0
2020,GRC,-14.5570487,195.7302,98.9047143,193586.3951,206.2519,19.25238598,1.436567894,13.43172901,1.995491469,0.86679645,0.784146014,0.202493569,0.516048661,0.003615957,0.015496957,0,1,0,0,-5.17,0,0,1,0
2021,GRC,-7.0268992,195.0491,100.1827584,195405.5686,194.5419,19.16577929,1.517356962,12.9100722,2.224603951,1.023000529,0.617689664,0.321382857,0.528132339,0.003070537,0.020470246,0,1,0,0,-1.53,0,0,1,0
1995,IRL,0.8930716,91.266,59.4679537,54274.02262,78.6371,13.30360208,1.67649265,5.77126929,0.793381399,2.155911693,1.646091365,0.365552414,0.720602567,0.00018425,0.174116447,0,0,0,0,-0.45,0,0,0,0
1996,IRL,0.4496561,98.4337,60.8311171,59878.31931,69.9345,12.33518256,1.596571198,5.52336812,0.766220571,1.536783281,1.602082375,0.414507292,0.735491585,0.000334011,0.160158136,0,0,0,0,-0.23,0,0,0,0
1997,IRL,2.5201356,107.0758,63.2213259,67694.74048,61.5777,12.75372346,1.653304218,5.663660091,0.780119691,1.60455597,1.740017011,0.369600353,0.792971501,0.000295444,0.149051461,1,0,0,0,0.42,0,0,0,0
1998,IRL,2.5112532,116.4723,67.3640784,78460.49149,51.414,11.6536359,1.476666763,5.205294949,0.700352483,1.449264437,1.56588364,0.385289455,0.729921505,0.000254905,0.14070776,0,0,0,0,0.93,0,0,0,0
1999,IRL,4.1473453,126.7143,70.3120651,89095.44111,46.5704,11.94258636,1.31241283,5.943401743,0.626182432,1.29860741,1.428917108,0.557828766,0.648966987,0.000224478,0.126044609,0,0,0,0,1.67,0,0,0,0
2000,IRL,5.2391454,137.1917,75.1459835,103094.0522,36.4016,10.05441126,1.213746063,4.226528985,0.585193798,1.199390239,1.35614031,0.770558517,0.591595719,0.000290996,0.110772637,0,0,0,0,1.8,0,0,0,0
2001,IRL,2.9886279,147.6278,80.3007593,118546.2443,33.5568,10.60775908,1.24989198,4.531311835,0.594198495,1.239178861,1.329860772,0.966795706,0.573025323,0.000253066,0.123327399,0,0,0,0,-0.78,0,0,0,0
2002,IRL,2.0471183,157.7793,84.4656761,133269.3525,30.8736,11.09775033,1.350648117,4.696278539,0.615220217,1.342619264,1.26998441,1.064460788,0.627150942,0.000225108,0.131087903,1,0,0,0,-2.05,0,0,0,0
2003,IRL,-0.6700277,166.981,87.769488,146558.3688,29.8189,10.85874531,1.297503524,4.74759651,0.607812442,1.326229281,1.215897813,0.953067376,0.590754392,0.000204697,0.119747512,0,0,0,0,-1.87,0,0,0,0
2004,IRL,0.5857156,176.0903,88.2219909,155350.3684,28.087,11.01394234,1.320627701,5.007390763,0.618666058,1.354164796,1.233019284,0.807851319,0.566461482,0.000193112,0.105567822,0,0,0,0,-0.49,0,0,0,0
2005,IRL,1.2094078,185.0497,90.9332429,168271.6932,26.0537,11.93837158,2.773669125,4.012974418,0.694590978,1.425135716,1.432623607,0.953992897,0.542277779,0.000178283,0.102988207,0,0,0,0,0.67,0,0,0,0
2006,IRL,1.704889,193.3332,94.0430606,181816.4584,23.6452,12.22672589,2.853647049,4.150559342,0.713466763,1.47802901,1.463508872,0.899478526,0.557925288,0.001705016,0.108461028,0,0,0,0,1.23,0,0,0,0
2007,IRL,3.6655726,199.7486,95.1701589,190101.06,23.9424,13.27204593,3.108451894,4.505656096,0.772694271,1.651437398,1.584788638,0.934239925,0.602942456,0.003997874,0.107889982,1,0,0,0,1.1,0,0,0,0
2008,IRL,-1.7894222,201.3891,94.6899971,190695.3329,42.5137,14.86292274,3.359599787,5.143282664,0.86782407,1.838010373,1.792387861,1.064420386,0.684232792,0.004352492,0.108864751,0,0,1,0,-0.79,0,0,0,0
2009,IRL,-5.9904718,199.6677,90.3109676,180321.8319,61.7541,16.64917647,3.568231275,6.008756615,1.01063747,2.118711839,2.128527622,0.902830225,0.785928129,0.015527793,0.110025502,0,0,1,0,-4.97,0,0,0,0
2010,IRL,-3.2567934,197.2911,87.7011336,173026.5312,86.1631,16.91775232,3.795834058,6.128077542,1.040880833,2.13903612,2.182728842,0.682496489,0.831144212,0.013755116,0.103856905,0,0,0,0,-3.84,0,0,0,0
2011,IRL,-1.6466652,195.6794,89.2162835,174577.8883,110.4969,15.66355297,2.682527579,5.203637237,0.881669503,2.686365408,2.936454354,0.64905127,0.550928877,0.000630091,0.072345932,1,0,0,1,-3.82,0,0,0,0
2012,IRL,-2.1239449,196.6227,91.2541274,179426.3292,119.6002,15.42081373,2.573312413,5.315830762,0.871165345,2.612046973,2.865855878,0.597905561,0.517371115,0,0.067325682,0,0,0,1,-3.19,0,0,0,0
2013,IRL,-2.511198,199.6259,92.2125824,184080.1975,120.007,14.5916836,2.54704203,5.032480476,0.858212899,2.357124807,2.63700282,0.612070182,0.48044277,0.003965663,0.063341957,0,0,0,0,-3,0,0,0,0
2014,IRL,2.4646448,206.3596,92.2625936,190392.7191,104.2555,13.86376544,2.57488838,4.868988711,0.831859541,2.195514629,2.332074473,0.537415509,0.453221113,0.004464456,0.065391156,0,0,0,0,-2.46,0,0,0,0
2015,IRL,4.8092983,250.909,100,250909,76.6909,10.65242777,2.018301456,3.82919704,0.642264725,1.616442615,1.649083931,0.490058149,0.349728388,0.003228262,0.054123208,0,0,0,0,-1.6,0,0,0,0
2016,IRL,1.5610219,264.1298,100.7278243,266052.2009,74.2535,10.07772156,1.979724273,3.657364971,0.607549945,1.529286353,1.393373176,0.522190756,0.331927342,0.003119689,0.053147465,1,0,0,0,-1.77,0,0,0,0
2017,IRL,1.1682485,289.0334,101.8307135,294324.7735,67.5943,9.483979099,1.466407312,4.03027576,0.540865107,1.325304681,1.1406787,0.702047597,0.143820717,0.002921942,0.131691259,0,0,0,0,-1.42,0,0,0,0
2018,IRL,-0.9465451,320.3779,102.9261082,329752.504,63.0214,8.759963806,1.372847801,3.740471975,0.504408603,1.258640935,0.925603282,0.716749675,0.137921621,0.003487464,0.0998931,0,0,0,0,-0.46,0,0,0,0
2019,IRL,-4.192726,349.2553,106.6024625,372314.7502,57.0118,8.31154285,1.260465775,3.521402252,0.461437533,1.1427428,0.761586802,0.831500766,0.126049263,0.003088784,0.203242015,0,0,0,0,-0.1,0,0,0,0
2020,IRL,-5.4345676,375.7252,104.9338378,394262.8719,58.4013,9.395736357,1.176372499,3.583751097,0.4781835,1.061702812,1.976777565,0.780114035,0.140413932,0.003195837,0.195250442,1,1,0,0,-5.17,0,0,0,0
2021,IRL,2.3296957,394.3978,105.6239283,416578.4495,55.3793,8.932555212,1.131935655,3.55613691,0.424457867,0.98204792,1.695310933,0.824502565,0.127370967,0.003552752,0.187215638,0,1,0,0,-1.53,0,0,0,0
1995,ITA,-0.8921704,1512.852,65.9112262,997139.3038,119.3622,17.35775526,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.45,0,0,1,0
1996,ITA,-1.05443,1534.529,68.882256,1057018.194,119.1093,16.67464202,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-0.23,0,0,1,0
1997,ITA,-0.9187068,1560.474,70.6507216,1102486.141,116.7821,17.10125805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.42,0,0,1,0
1998,ITA,-0.7326607,1585.75,72.3481911,1147261.44,114.1269,16.83487244,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.93,0,0,1,0
1999,ITA,-0.6304516,1609.873,73.4595523,1182605.498,113.2895,17.08853885,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.67,0,0,1,0
2000,ITA,1.6111432,1633.978,74.7762398,1221827.308,109.0258,17.05265537,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.8,0,0,1,0
2001,ITA,2.2490992,1655.47,77.0446458,1275450.998,108.8863,16.95823676,1.367516277,11.60852124,2.517462455,0.827942431,0.393194251,0.008781208,0.159473002,0.015523921,0.059821977,1,0,0,0,-0.78,0,0,1,0
2002,ITA,1.4818009,1672.222,79.5673509,1330542.747,106.3605,16.48402508,1.488941265,11.18941878,2.422470085,0.772992828,0.402392183,0.009845606,0.121379039,0.015707876,0.060877413,0,0,0,0,-2.05,0,0,1,0
2003,ITA,0.7614648,1686.512,82.0719783,1384153.763,105.4946,17.18739684,1.576992426,11.65296836,2.48288889,0.823174441,0.432899882,0.011198178,0.131994006,0.016255419,0.059025234,0,0,0,0,-1.87,0,0,1,0
2004,ITA,1.1084069,1704.651,84.2634509,1436397.758,105.1009,17.30467752,1.576652419,11.74152487,2.472365317,0.836606708,0.457463816,0.012740204,0.13269305,0.012461729,0.062169409,0,0,0,0,-0.49,0,0,1,0
2005,ITA,1.3680121,1714.191,85.9576163,1473477.722,106.5575,17.4136328,1.534465005,11.85766146,2.492945732,0.818811158,0.487146829,0.014251997,0.130846905,0.012012397,0.065491319,0,0,0,0,0.67,0,0,1,0
2006,ITA,2.5514133,1724.751,87.7840901,1514056.972,106.7398,17.69398411,1.563217266,12.06691712,2.476723181,0.867074373,0.500839806,0.016644024,0.124632034,0.01241697,0.065519331,1,0,0,0,1.23,0,0,1,0
2007,ITA,3.2972368,1737.761,89.9602531,1563294.194,103.8895,17.97313654,1.592150735,12.28399624,2.463771704,0.891770727,0.471376407,0.020341661,0.175462815,0.008123871,0.066142381,0,0,0,0,1.1,0,0,1,0
2008,ITA,2.0339572,1742.352,92.119932,1605053.478,106.164,18.33994967,1.625989437,12.51123422,2.466771391,0.906636458,0.556367755,0.027724933,0.169527062,0.009033967,0.066664445,1,0,1,0,-0.79,0,0,1,0
2009,ITA,-3.0916122,1737.627,93.6664773,1627574,116.6097,19.11286369,1.695406784,12.74731595,2.534446975,1.023179284,0.813112031,0.031642186,0.178670832,0.010690758,0.078398893,0,0,1,0,-4.97,0,0,1,0
2010,ITA,-1.3230828,1735.722,94.0752009,1632883.959,119.1985,19.42820237,1.694180401,13.1112195,2.541883015,0.90974009,0.880344248,0.032702875,0.179559606,0.003980687,0.074591951,0,0,0,0,-3.84,0,0,1,0
2011,ITA,-0.8047331,1738.865,95.5871558,1662131.597,119.693,19.38498736,1.627729119,13.14210021,2.541375189,0.925979629,0.865515103,0.032007093,0.173632461,0.00583588,0.070812684,0,0,0,1,-3.82,0,0,1,0
2012,ITA,-2.8665892,1722.842,97.0661773,1672296.87,126.4947,19.67336098,1.732048927,13.16422962,2.588296418,0.938409937,0.982959443,0.034802433,0.161155597,0.003229092,0.068229512,0,0,0,1,-3.19,0,0,1,0
2013,ITA,-4.5445158,1720.85,98.1801186,1689532.571,132.4569,19.95806448,1.754568128,13.23555425,2.623625064,0.946474799,1.130371816,0.031902315,0.171230792,0.004794225,0.059543096,1,0,0,0,-3,0,0,1,0
2014,ITA,-4.5390955,1720.674,99.0767399,1704787.704,135.3669,20.1602815,1.76027783,13.09981293,2.61111691,0.929206608,1.123541656,0.042820581,0.53185508,0.005103275,0.05654663,0,0,0,0,-2.46,0,0,1,0
2015,ITA,-3.6618292,1718.275,100,1718275,135.281,20.50056015,1.756703671,13.2176165,2.621466296,0.907247094,1.129039298,0.050108394,0.756805517,0.005936186,0.055637194,0,0,0,0,-1.6,0,0,1,0
2016,ITA,-2.2476294,1715.32,101.13435,1734777.732,134.7851,20.40785937,1.755844534,13.10087141,2.585057392,0.934413654,1.105559499,0.044443734,0.806270437,0.007032601,0.068366107,0,0,0,0,-1.77,0,0,1,0
2017,ITA,-0.7456893,1717.54,101.8689325,1749639.663,134.1626,20.53479968,1.755961564,13.19877486,2.571386609,0.954025012,1.072335087,0.038579372,0.871150804,0.01063076,0.061955614,0,0,0,0,-1.42,0,0,1,0
2018,ITA,0.1976805,1717.121,102.9570272,1767896.735,134.4431,20.69781525,1.766901843,13.32459048,2.564685997,0.952035244,1.073705247,0.030318513,0.911591706,0.007805886,0.066180336,1,0,0,0,-0.46,0,0,1,0
2019,ITA,0.6983009,1716.84,103.9228817,1784189.602,134.1393,21.19752293,1.789271721,13.64019831,2.560434157,0.945807552,1.117650275,0.033628713,1.034475259,0.007790652,0.068266287,0,0,0,0,-0.1,0,0,1,0
2020,ITA,-8.2767768,1714.444,105.6009968,1810469.954,154.9273,23.01441121,1.829801148,13.85347487,2.53497717,0.966157984,2.331715029,0.035184235,1.381409283,0.007732799,0.073958698,0,1,0,0,-5.17,0,0,1,0
2021,ITA,-1.9187701,1711.326,106.1698614,1816912.442,150.2818,22.92658635,1.917538743,14.05461232,2.573816928,1.036483628,1.517849697,0.036490476,1.665352677,0.007650341,0.116791539,0,1,0,0,-1.53,0,0,1,0
1995,CYP,NA,NA,67.2826546,NA,49.0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.45,0,0,1,0
1996,CYP,NA,NA,69.059614,NA,50.2864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-0.23,0,0,1,0
1997,CYP,-3.8838051,12.33888,70.6043849,8711.790328,54.1211,7.614967476,0.585413538,3.228957418,0.847127826,1.400401013,0.417824565,0.03443609,1.099659156,0,0.00114787,0,0,0,0,0.42,0,0,1,0
1998,CYP,-1.5828335,12.78677,71.9922634,9205.485139,55.6702,7.82142374,0.597469869,3.30455153,0.865788156,1.433927686,0.428005688,0.035848192,1.15474631,0,0.001086309,1,0,0,0,0.93,0,0,1,0
1999,CYP,-0.6549501,13.30045,73.6495088,9795.716093,55.7865,7.97899809,0.623742046,3.301443171,0.883039067,1.476155481,0.447134233,0.036750759,1.195420517,0,0.015312816,0,0,0,0,1.67,0,0,1,0
